SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
"Reported as 1554 Winchell Ave."""""	Cinc Building Dept	2021-02-22	2021-02-22	2022-02-22	"""858 WADE WALK - GJ1362432187 """	45214	39.112678362617	-84.5292082013477	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM				
SR21012792	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No Heat"""	Cinc Building Dept	2021-02-17	2021-02-22	2022-02-17	"""116 LYON ST - GJ1472433811 """	45219	39.1270252498407	-84.5159908741635	02/17/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21012710	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions & reissue B202002836 due to ownership change."""	Cinc Building Dept	2021-02-17	2021-02-22	2022-02-17	"""815 OVERLOOK AV - GJ0752031711 """	45238	39.1098618574863	-84.5998938898623	02/17/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21009503	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No heat for 5 days for entire building."""	Cinc Building Dept	2021-02-08	2021-02-22	2022-02-08	"""2231 WESTWOOD NORTHERN BLVD - GJ1023435756 """	45225	39.1456266615014	-84.5672763921862	02/08/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21009007	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-05	2021-02-22	2022-02-05	"""2717 ARBOR AV, CINC - GJ2108036251"""	45209	39.1474019382082	-84.4417160093436	02/05/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21008774	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-04	2021-02-22	2022-02-04	"""3506 LINWOOD AV, CINC - GJ2293833904"""	45226	39.1258041256939	-84.4210084337368	02/04/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21007254	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Basement wall in the washer room is missing you can see the pipes and wires. Rat infestation. Mold issues. """	Cinc Building Dept	2021-01-29	2021-02-22	2022-01-29	"""4343 EASTERN AV - GJ2262932164 """	45226	39.1102132844857	-84.4251581160704	01/29/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21004218	OPEN	"""Building, residential"""	"""BLD-RES"""	"""There is currently loose wiring in this home which is causing the light switch in the child's bedroom to spark sporadically when someone walks by. The sparking is so severe it has nearly caused a fire"""	Cinc Building Dept	2021-01-19	2021-02-22	2022-01-19	"""2492 NOTTINGHAM RD - GJ1070437137 """	45225	39.1579495838328	-84.5614162427753	01/19/2021 12:00:00 AM	02/22/2021 12:00:00 AM	02/22/2021 12:00:00 AM
SR21014539	OPEN	"""Building, residential"""	"""BLD-RES"""	"""The Cincinnati Fire Department was called when the carbon monoxide detector was activated. Inspector Wright noted CO was present Repair or replace Furnace and stove. Inspector Wright noted owner plans to replace. Permit is required."""	Cinc Building Dept	2021-02-22	2021-02-23	2022-02-22	"""2308 KENTON ST - GJ1661733391 """	45206	39.1227712255991	-84.4942386177556	02/22/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21013583	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Issues with 2019P05739. Outstanding fees preventing CO being issued."""	Cinc Building Dept	2021-02-19	2021-02-23	2022-02-19	"""4132 MAD ANTHONY ST - GJ1296937552 """	45223	39.1611279019174	-84.535094160516	02/19/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21012643	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Basement apartment. No ventilation in the apartment. Cracks are in the doors. Ceiling over the stove leaks. Outside-parking lot & common areas have not been shoveled. """	Cinc Building Dept	2021-02-17	2021-02-23	2022-02-17	"""918 LUDLOW AV - GJ1311736435 """	45220	39.1510424125681	-84.5337369799074	02/17/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21011393	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-13	2021-02-23	2022-02-13	"""1822 FAIRFAX AV, CINC - GJ1855234863"""	45207	39.1355478927163	-84.4713941253125	02/13/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21009462	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Re-issue of  B202002253 To new owner"""	Cinc Building Dept	2021-02-08	2021-02-23	2022-02-08	"""1848 FAIRFAX AV - GJ1866334858 """	45207	39.1354652135533	-84.4701188022805	02/08/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21008401	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Foundation is slippingl front door lock is stricking, kitchen cabinets not property installed, floor in upstair bathroom floor is weak. steps have holes.laminate floors coming apart. Kitchen counter is loose."""	Cinc Building Dept	2021-02-03	2021-02-23	2022-02-03	"""117 GAGE ST - GJ1499233052 """	45219	39.120126708689	-84.5131312966035	02/03/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21007948	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-02	2021-02-23	2022-02-02	"""7751 STILLWELL RD, CINC - GJ1957742438"""	45237	39.2034837642571	-84.4570780452898	02/02/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21007274	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No hot water. """	Cinc Building Dept	2021-01-29	2021-02-23	2022-01-29	"""580 WILKINSON ST - GJ1624433470 """	45206	39.1235762371113	-84.4985240841829	01/29/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21006855	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Circuit breaker constantly trip. Outlets are not safe to use, outlet in second bedroom caught fire. Leaks in bathroom ceiling.  Cracks in the walls. Bedrooms have leaks. Plumbing issues throughout the building, caller was told by those coming in to fix plumbing that pipes need to be replaced. """	Cinc Building Dept	2021-01-28	2021-02-23	2022-01-28	"""697 GREENWOOD AV - GJ1692736742 """	45229	39.1528629715606	-84.4895863133828	01/28/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21005328	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-22	2021-02-23	2022-01-22	"""2421 MAY ST, CINC - GJ1651433702"""	45206	39.1256059827192	-84.4953238759205	01/22/2021 12:00:00 AM	02/23/2021 12:00:00 AM	02/23/2021 12:00:00 AM
SR21014546	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Reggie Binford was called to investagate basement water heater. Upon inspection, the vent connector needed correction. Owner stated he would make corrections."""	Cinc Building Dept	2021-02-22	2021-02-24	2022-02-22	"""3931 VINE VISTA PL - GJ1566437408 """	45217	39.1591707536284	-84.5039702678647	02/22/2021 12:00:00 AM	02/24/2021 12:00:00 AM	02/24/2021 12:00:00 AM
SR21014101	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-20	2021-02-24	2022-02-20	"""3901 DICKSON AV, CINC - GJ1656037174"""	45229	39.1568488835212	-84.4936851188367	02/20/2021 12:00:00 AM	02/24/2021 12:00:00 AM	02/24/2021 12:00:00 AM
SR21013026	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of CC20180921 to new ownership"""	Cinc Building Dept	2021-02-18	2021-02-24	2022-02-18	"""517 RIDGEWAY AV - GJ1627535090 """	45229	39.1381523150712	-84.4976512336473	02/18/2021 12:00:00 AM	02/24/2021 12:00:00 AM	02/24/2021 12:00:00 AM
SR21013160	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water for 2 days. Driveway has not been shoveled, residents are not able to get out. Common front door entrance is not secured. Roach & bed bug infestation."""	Cinc Building Dept	2021-02-18	2021-02-24	2022-02-18	"""538 ROCKDALE AV - GJ1640935867 """	45229	39.1451150108367	-84.4958528889752	02/18/2021 12:00:00 AM	02/24/2021 12:00:00 AM	02/24/2021 12:00:00 AM
SR21003845	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspections and approvals required for open electric and plumbing permits."""	Cinc Building Dept	2021-01-15	2021-02-24	2022-01-15	"""2111 FULTON AV - GJ1680432937 """	45206	39.1186396198764	-84.4922282672672	01/15/2021 12:00:00 AM	02/24/2021 12:00:00 AM	02/24/2021 12:00:00 AM
SR21015727	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""SR for police Harley Davidson decals. Contact Doug """	Public Services	2021-02-25	2021-02-25	2022-02-25	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21015453	NEW	"""Building, residential"""	"""BLD-RES"""	"""Reissue of B202003021 to new ownership"""	Cinc Building Dept	2021-02-25	2021-02-25	2022-02-25	"""3612 WARSAW AV - GJ1001231869 """	45205	39.1106884010507	-84.5710578515138	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21015420	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-25	2021-02-25	2022-02-25	"""2134 GILBERT AV, CINC - GJ1656833015"""	45206	39.1194034471814	-84.4949222666328	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21014301	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Bathtub caulking has cracks, needs new caulking. Windows and doors are not weather tight, allowing a lot of cold air into the building. Poor hot water quality, the hot water is very cloudy, tenant is boiling water due to the water quality."""	Cinc Building Dept	2021-02-22	2021-02-25	2022-02-22	"""747 HOPKINS ST - GJ1384631718 """	45203	39.1083979839161	-84.5267864032212	02/22/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21014248	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Exterior painting required on dormer and small section of front porch trim."""	Cinc Building Dept	2021-02-22	2021-02-25	2022-02-22	"""1006 SCHIFF AV - GJ0836431855 """	45205	39.1109562465258	-84.5900982772477	02/22/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21012677	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions and reissue B202003168 due to ownership change."""	Cinc Building Dept	2021-02-17	2021-02-25	2022-02-17	"""806 PEDRETTI AV - GJ0764031683 """	45238	39.1095819990168	-84.5985142533933	02/17/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21009323	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water"""	Cinc Building Dept	2021-02-08	2021-02-25	2022-02-08	"""2654 FENTON AV - GJ0943634657 """	45211	39.1359256708774	-84.5768475684581	02/08/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21006456	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Tiny House between 522 and 526 Enright Ave and is being inhabited by 1 adult & 2 children. Electricity being runned from the garage to the tiny house. Caller is concerned that there is no electricity & water and that it's not good for the people living in the tiny home. Per caller the actual house is currently being rehabbed and is not habitable."""	Cinc Building Dept	2021-01-27	2021-02-25	2022-01-27	"""526 ENRIGHT AV - GJ0974830558 """	45205	39.0989464273981	-84.574501100318	01/27/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21006049	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-25	2021-02-25	2022-01-25	"""2142 SELIM AV, CINC - GJ1167933109"""	45214	39.1214468268706	-84.5513980328434	01/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM	02/25/2021 12:00:00 AM
SR21014784	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No hot water since the end of January. Maintenance was suppose to fix it on 2-9 but it did not happen."""	Cinc Building Dept	2021-02-23	2021-02-26	2022-02-23	"""2958 HIGHFOREST LN - GJ1075139502 """	45223	39.1792319248671	-84.5601351467387	02/23/2021 12:00:00 AM	02/26/2021 12:00:00 AM	02/26/2021 12:00:00 AM
SR21014745	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Windows leak every time it rains & snow melts. Mold & mildew around the windows due to the leaks. """	Cinc Building Dept	2021-02-23	2021-02-26	2022-02-23	"""5104 HAWAIIAN TER - GJ1031940023 """	45223	39.184026253648	-84.5649690837384	02/23/2021 12:00:00 AM	02/26/2021 12:00:00 AM	02/26/2021 12:00:00 AM
SR21014313	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-22	2021-02-26	2022-02-22	"""115 MERIDIAN ST, CINC - GJ0001431192"""	45233	39.1069526806683	-84.6867947953555	02/22/2021 12:00:00 AM	02/26/2021 12:00:00 AM	02/26/2021 12:00:00 AM
SR21012722	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions & reissue B201805991."""	Cinc Building Dept	2021-02-17	2021-02-26	2022-02-17	"""204 ROCKAWAY AV - GJ0007531603 """	45233	39.1106264455183	-84.6859748175736	02/17/2021 12:00:00 AM	02/26/2021 12:00:00 AM	02/26/2021 12:00:00 AM
SR21016323	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-28	2021-03-01	2022-02-28	"""3027 EPWORTH CT, CINC - GJ0731634849"""	45238	39.1381711806264	-84.6012895434987	02/28/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21016008	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Roof leaks. Ceilings have cracks & leaks. Walls have cracks, are very soft, and bows when touch. Upstairs office closet ceiling leaks causing water damage to the walls. Floors are warped. Windows and doors are not weather tight and there is space that bugs can get into the buidling.  Mold issue due to water damage."""	Cinc Building Dept	2021-02-26	2021-03-01	2022-02-26	"""1434 YARMOUTH AV - GJ1832139120 """	45237	39.1739190811349	-84.4726963546488	02/26/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21015099	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Bedroom ceiling looks like its about to collapsed, it has cracks, bulging, leaks and the paint is peeling. Mold/Mildew smell in the bedroom due to the leaking ceiling. Tenant not able to use the bedroom due to the leaking."""	Cinc Building Dept	2021-02-24	2021-03-01	2022-02-24	"""2888 HARRISON AV - GJ0793435666 """	45211	39.1453685303476	-84.593904119189	02/24/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21014579	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of B201907752 to new ownership. """	Cinc Building Dept	2021-02-22	2021-03-01	2022-02-22	"""533 RIDGEWAY AV - GJ1633635088 """	45229	39.1381205405801	-84.4969450337979	02/22/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21014343	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of B201806726 to new ownership."""	Cinc Building Dept	2021-02-22	2021-03-01	2022-02-22	"""974 BURTON AV - GJ1755536434 """	45229	39.1499345401931	-84.4824210797472	02/22/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21013866	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No lights in kitchen or in bedroom."""	Cinc Building Dept	2021-02-19	2021-03-01	2022-02-19	"""922 FAIRBANKS AV - GJ1025831591 """	45205	39.1081232308853	-84.568292713505	02/19/2021 12:00:00 AM	03/01/2021 12:00:00 AM	03/01/2021 12:00:00 AM
SR21017011	NEW	"""Building, residential"""	"""BLD-RES"""	"""Retaining wall in rear of house is failing Wood lagging has rotted and is bowing in some areas. Owner to repair wall """	Cinc Building Dept	2021-03-02	2021-03-02	2022-03-02	"""948 MONASTERY ST - GJ1600131618 """	45202	39.106968174319	-84.5019225874299	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM
SR21012655	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-17	2021-03-02	2022-02-17	"""3418 READING RD, CINC - GJ1674235506"""	45229	39.1417820925982	-84.4921152281006	02/17/2021 12:00:00 AM	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM
SR21005017	OPEN	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""SR# for flat sheet signs to be manufactured for the Wasson Way Ph 3 PID 112893 contract (CT 233 201C009075). Please let Brian Goubeaux or Mike Mann (cell 608-3417) know when the signs are ready and we will have the contractor pick them up for installation."""	Public Services	2021-01-21	2021-03-02	2022-01-21	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	01/21/2021 12:00:00 AM	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM
SR21003751	OPEN	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""Body Shop Decals. Contact Dave Hadsell."""	Public Services	2021-01-15	2021-03-02	2022-01-15	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	01/15/2021 12:00:00 AM	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM
"Contact Doug Pierani."""""	Public Services	2021-01-07	2021-03-02	2022-01-07	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	01/07/2021 12:00:00 AM	03/02/2021 12:00:00 AM	03/02/2021 12:00:00 AM				
SR21017388	NEW	"""Building, residential"""	"""BLD-RES"""	"""portable toilet on property for mone than a month"""	Cinc Building Dept	2021-03-03	2021-03-03	2022-03-03	"""5333 INDIAN MOUND AV - GJ2116338932 """	45212	39.171509017733	-84.4398982834203	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21017254	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-02	2021-03-03	2022-03-02	"""2853 COLERAIN AV, CINC - GJ1293434538"""	45225	39.1340115486485	-84.5364392212605	03/02/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21016837	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-01	2021-03-03	2022-03-01	"""2855 COLERAIN AV, CINC - GJ1293234544"""	45225	39.134066200122	-84.5364549093548	03/01/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21016435	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple Violationa"""	Cinc Building Dept	2021-03-01	2021-03-03	2022-03-01	"""1121 GRAND AV - GJ1091132254 """	45204	39.1139380030681	-84.5605458123385	03/01/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21016030	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-26	2021-03-03	2022-02-26	"""2932 FISCHER PL, CINC - GJ0783935691"""	45211	39.1456235358267	-84.5949909604376	02/26/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015409	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015404	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015417	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015408	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015415	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015414	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015403	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015407	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015412	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015411	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015410	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015405	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015406	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015416	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21015413	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Multiple violations in multiple apartments."""	Cinc Building Dept	2021-02-25	2021-03-03	2022-02-25	"""710 CHALFONTE PL - GJ1691536466 """	45229	39.1503847200375	-84.4898089219491	02/25/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21014346	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No smoke detectors. Pipes inside the walls have leaks. Bathroom & kitchen sinks leaks from underneath. Bricks holding up the ceiling in the basement. Basment drains are clogged.  Mold issues in the basement. Roach infestation."""	Cinc Building Dept	2021-02-22	2021-03-03	2022-02-22	"""3631 JANLIN CT - GJ0569635816 """	45211	39.147255605913	-84.6197324135679	02/22/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21012494	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-17	2021-03-03	2022-02-17	"""974 PAVILION ST, CINC - GJ1651431711"""	45202	39.107672403599	-84.495964297046	02/17/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21011637	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-15	2021-03-03	2022-02-15	"""2932 FISCHER PL, CINC - GJ0783935691"""	45211	39.1456235358267	-84.5949909604376	02/15/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21009813	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-09	2021-03-03	2022-02-09	"""2340 LAREDO AV, CINC - GJ1740933544"""	45206	39.1239618952364	-84.4850313422693	02/09/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21002989	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No heat for 4 days. Furnace is not working, it stopped working on 1-10-2021."""	Cinc Building Dept	2021-01-13	2021-03-03	2022-01-13	"""1083 BENZ AV - GJ0724832148 """	45238	39.1138636459623	-84.6029076907037	01/13/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
SR21000757	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Box gutters have rotted out and now every time it rains it floods onto the caller's property."""	Cinc Building Dept	2021-01-05	2021-03-03	2022-01-05	"""2960 HARRISON AV - GJ0767435875 """	45211	39.1473119690668	-84.5968471185431	01/05/2021 12:00:00 AM	03/03/2021 12:00:00 AM	03/03/2021 12:00:00 AM
